id,country_id,season,stage,date,hometeam_id,awayteam_id,home_goal,away_goal
25784,24558,2014/2015,6,2014-08-17,9824,10192,0,2
25783,24558,2014/2015,6,2014-08-17,10191,10190,3,1
25782,24558,2014/2015,6,2014-08-17,10179,9931,2,3
25781,24558,2014/2015,6,2014-08-16,10199,10243,1,1
25780,24558,2014/2015,6,2014-08-16,9930,9956,1,2
25779,24558,2014/2015,5,2014-08-14,9931,10190,0,2
25778,24558,2014/2015,5,2014-08-13,10192,9956,4,0
25777,24558,2014/2015,5,2014-08-13,9824,10199,1,1
25776,24558,2014/2015,5,2014-07-23,10243,10191,2,1
25775,24558,2014/2015,5,2014-07-23,9930,10179,1,0
25774,24558,2014/2015,4,2014-08-10,10192,10191,1,1
25773,24558,2014/2015,4,2014-08-10,10199,9956,1,1
25772,24558,2014/2015,4,2014-08-10,10179,9824,1,0
25771,24558,2014/2015,4,2014-08-09,9931,10243,4,1
25770,24558,2014/2015,4,2014-08-09,10190,9930,2,2
25769,24558,2014/2015,36,2015-05-29,9930,10191,3,2
25768,24558,2014/2015,36,2015-05-29,10199,10179,3,0
25767,24558,2014/2015,36,2015-05-29,10192,9824,2,1
25766,24558,2014/2015,36,2015-05-29,10243,9956,4,3
25765,24558,2014/2015,36,2015-05-29,9931,10190,4,3
25764,24558,2014/2015,35,2015-05-25,9824,9956,0,1
25763,24558,2014/2015,35,2015-05-25,10190,9930,5,1
25762,24558,2014/2015,35,2015-05-25,10199,10243,0,1
25761,24558,2014/2015,35,2015-05-25,10179,10192,6,2
25760,24558,2014/2015,35,2015-05-25,10191,9931,2,2
25759,24558,2014/2015,34,2015-05-20,9930,9931,2,1
25758,24558,2014/2015,34,2015-05-20,10190,10191,2,1
25757,24558,2014/2015,34,2015-05-21,10192,10199,0,1
25756,24558,2014/2015,34,2015-05-21,10243,9824,2,2
25755,24558,2014/2015,34,2015-05-20,9956,10179,0,0
25754,24558,2014/2015,33,2015-05-16,9824,10199,0,2
25753,24558,2014/2015,33,2015-05-16,10179,9930,1,0
25752,24558,2014/2015,33,2015-05-17,10191,10243,2,2
25751,24558,2014/2015,33,2015-05-17,9956,10190,2,0
25750,24558,2014/2015,33,2015-05-17,9931,10192,0,0
25749,24558,2014/2015,32,2015-05-09,9930,9956,0,1
25748,24558,2014/2015,32,2015-05-10,10199,10191,0,0
25747,24558,2014/2015,32,2015-05-09,10179,9824,4,0
25746,24558,2014/2015,32,2015-05-10,10192,10190,3,1
25745,24558,2014/2015,32,2015-05-10,10243,9931,1,2
25744,24558,2014/2015,31,2015-05-03,9930,10199,2,6
25743,24558,2014/2015,31,2015-05-03,10190,10179,0,1
25742,24558,2014/2015,31,2015-05-02,10191,9824,4,0
25741,24558,2014/2015,31,2015-05-03,10243,10192,0,1
25740,24558,2014/2015,31,2015-05-02,9931,9956,2,1
25739,24558,2014/2015,30,2015-04-29,9824,9931,1,3
25738,24558,2014/2015,30,2015-04-30,10199,10190,6,2
25737,24558,2014/2015,30,2015-04-28,10179,10243,1,2
25736,24558,2014/2015,30,2015-04-29,10192,9930,2,2
25735,24558,2014/2015,30,2015-04-29,9956,10191,0,0
25734,24558,2014/2015,3,2014-08-03,10190,10199,2,1
25733,24558,2014/2015,3,2014-08-03,10243,10192,2,1
25732,24558,2014/2015,3,2014-08-06,9930,9824,1,1
25731,24558,2014/2015,3,2014-08-02,9956,10179,0,0
25730,24558,2014/2015,3,2014-08-02,10191,9931,2,3
25729,24558,2014/2015,29,2015-04-25,9930,10243,0,0
25728,24558,2014/2015,29,2015-04-26,10190,9824,1,2
25727,24558,2014/2015,29,2015-04-25,10191,10179,2,1
25726,24558,2014/2015,29,2015-04-26,9956,10192,2,2
25725,24558,2014/2015,29,2015-04-26,9931,10199,1,2
25724,24558,2014/2015,28,2015-04-19,9824,9930,0,2
25723,24558,2014/2015,28,2015-04-19,10199,9956,2,0
25722,24558,2014/2015,28,2015-04-18,10179,9931,0,1
25721,24558,2014/2015,28,2015-04-19,10192,10191,4,0
25720,24558,2014/2015,28,2015-04-18,10243,10190,1,2
25719,24558,2014/2015,27,2015-04-12,9930,10179,0,1
25718,24558,2014/2015,27,2015-04-11,10190,10192,3,1
25717,24558,2014/2015,27,2015-04-11,10191,10199,1,0
25716,24558,2014/2015,27,2015-04-12,9956,9824,1,1
25715,24558,2014/2015,27,2015-04-12,9931,10243,5,1
25714,24558,2014/2015,26,2015-04-03,9824,10192,0,1
25713,24558,2014/2015,26,2015-04-03,10179,9956,0,5
25712,24558,2014/2015,26,2015-04-04,10191,10190,4,1
25711,24558,2014/2015,26,2015-04-04,10243,10199,0,1
25710,24558,2014/2015,26,2015-04-04,9931,9930,6,0
25709,24558,2014/2015,25,2015-03-22,9824,10190,3,1
25708,24558,2014/2015,25,2015-03-21,10199,9931,1,4
25707,24558,2014/2015,25,2015-03-22,10179,10191,3,0
25706,24558,2014/2015,25,2015-03-22,10192,10243,3,0
25705,24558,2014/2015,25,2015-03-21,9956,9930,3,1
25704,24558,2014/2015,24,2015-03-15,9930,10192,1,1
25703,24558,2014/2015,24,2015-03-15,10190,9931,2,2
25702,24558,2014/2015,24,2015-03-14,10199,9824,2,0
25701,24558,2014/2015,24,2015-03-14,10191,9956,2,2
25700,24558,2014/2015,24,2015-03-15,10243,10179,0,1
25699,24558,2014/2015,23,2015-03-08,9824,10243,2,2
25698,24558,2014/2015,23,2015-03-08,9930,10190,0,2
25697,24558,2014/2015,23,2015-03-08,10192,10179,3,2
25696,24558,2014/2015,23,2015-03-07,9956,10199,1,0
25695,24558,2014/2015,23,2015-03-07,9931,10191,3,0
25694,24558,2014/2015,22,2015-03-01,10190,9956,1,1
25693,24558,2014/2015,22,2015-03-01,10179,10199,2,2
25692,24558,2014/2015,22,2015-03-01,10191,10192,0,0
25691,24558,2014/2015,22,2015-02-28,10243,9930,0,0
25690,24558,2014/2015,22,2015-02-28,9931,9824,1,0
25689,24558,2014/2015,21,2015-03-18,10179,10190,3,0
25688,24558,2014/2015,21,2015-02-22,9824,10191,1,1
25687,24558,2014/2015,21,2015-02-22,10199,9930,4,0
25686,24558,2014/2015,21,2015-02-22,10192,9931,4,2
25685,24558,2014/2015,21,2015-02-21,9956,10243,0,2
25684,24558,2014/2015,20,2015-02-15,9930,9824,0,1
25683,24558,2014/2015,20,2015-02-15,10190,10199,0,0
25682,24558,2014/2015,20,2015-02-14,10192,9956,4,2
25681,24558,2014/2015,20,2015-02-15,10243,10191,0,1
25680,24558,2014/2015,20,2015-02-14,9931,10179,1,1
25679,24558,2014/2015,2,2014-07-27,9931,10199,3,0
25678,24558,2014/2015,2,2014-07-27,9824,10243,1,4
25677,24558,2014/2015,2,2014-07-27,10192,9930,1,1
25676,24558,2014/2015,2,2014-07-26,10179,10190,1,0
25675,24558,2014/2015,2,2014-07-26,9956,10191,2,3
25674,24558,2014/2015,19,2015-02-25,9824,10179,0,2
25673,24558,2014/2015,19,2015-02-07,10190,10243,1,4
25672,24558,2014/2015,19,2015-02-07,10199,10192,1,1
25671,24558,2014/2015,19,2015-02-08,10191,9930,1,1
25670,24558,2014/2015,19,2015-02-08,9956,9931,2,4
25669,24558,2014/2015,18,2014-12-07,9824,9930,1,0
25668,24558,2014/2015,18,2014-12-07,10190,10179,2,0
25667,24558,2014/2015,18,2014-12-06,10199,9931,0,3
25666,24558,2014/2015,18,2014-12-07,10191,10243,2,1
25665,24558,2014/2015,18,2014-12-06,9956,10192,0,1
25664,24558,2014/2015,17,2014-11-30,9824,10191,0,1
25663,24558,2014/2015,17,2014-11-29,9930,10199,0,3
25662,24558,2014/2015,17,2014-11-29,10179,9956,3,3
25661,24558,2014/2015,17,2014-11-30,10192,10190,4,2
25660,24558,2014/2015,17,2014-11-30,10243,9931,1,2
25659,24558,2014/2015,16,2014-11-23,10190,9824,3,3
25658,24558,2014/2015,16,2014-11-22,10179,10243,1,3
25657,24558,2014/2015,16,2014-11-23,10191,10192,0,1
25656,24558,2014/2015,16,2014-11-22,9956,10199,3,2
25655,24558,2014/2015,16,2014-11-23,9931,9930,3,0
25654,24558,2014/2015,15,2014-11-09,9824,9931,0,4
25653,24558,2014/2015,15,2014-11-09,9930,10243,0,1
25652,24558,2014/2015,15,2014-11-08,10199,10191,0,0
25651,24558,2014/2015,15,2014-11-09,10192,10179,2,1
25650,24558,2014/2015,15,2014-11-08,9956,10190,3,0
25649,24558,2014/2015,14,2014-11-02,10190,10191,1,0
25648,24558,2014/2015,14,2014-11-02,10179,9930,2,2
25647,24558,2014/2015,14,2014-11-02,10192,9824,0,1
25646,24558,2014/2015,14,2014-11-01,10243,10199,2,3
25645,24558,2014/2015,14,2014-11-01,9931,9956,2,0
25644,24558,2014/2015,13,2014-10-26,9824,9956,1,1
25643,24558,2014/2015,13,2014-12-03,10199,10192,1,2
25642,24558,2014/2015,13,2014-10-25,10191,9930,0,0
25641,24558,2014/2015,13,2014-10-26,10243,10190,1,1
25640,24558,2014/2015,13,2014-10-25,9931,10179,1,1
25639,24558,2014/2015,12,2014-10-18,9930,10190,0,3
25638,24558,2014/2015,12,2014-10-19,10199,9824,0,0
25637,24558,2014/2015,12,2014-10-19,10179,10191,0,0
25636,24558,2014/2015,12,2014-10-18,10192,9931,0,1
25635,24558,2014/2015,12,2014-10-19,9956,10243,1,3
25634,24558,2014/2015,11,2014-10-05,9930,10192,3,2
25633,24558,2014/2015,11,2014-10-04,10190,9931,2,1
25632,24558,2014/2015,11,2014-10-05,10179,10199,3,1
25631,24558,2014/2015,11,2014-10-04,10191,9956,3,2
25630,24558,2014/2015,11,2014-10-05,10243,9824,3,0
25629,24558,2014/2015,10,2014-09-28,9824,10179,1,0
25628,24558,2014/2015,10,2014-09-28,10199,10190,1,2
25627,24558,2014/2015,10,2014-09-28,10192,10243,2,1
25626,24558,2014/2015,10,2014-09-27,9956,9930,2,1
25625,24558,2014/2015,10,2014-09-27,9931,10191,1,1
25624,24558,2014/2015,1,2014-07-20,10243,9956,1,0
25623,24558,2014/2015,1,2014-07-20,10199,10179,1,1
25622,24558,2014/2015,1,2014-07-20,10191,9824,1,0
25621,24558,2014/2015,1,2014-07-19,10190,10192,2,2
25620,24558,2014/2015,1,2014-07-19,9930,9931,1,2
25619,24558,2013/2014,9,2013-09-24,10190,10192,0,0
25618,24558,2013/2014,9,2013-09-25,10199,9956,0,2
25617,24558,2013/2014,9,2013-09-25,10179,7730,2,1
25616,24558,2013/2014,9,2013-09-25,10191,9931,0,2
25615,24558,2013/2014,9,2013-09-26,10243,9930,1,2
25614,24558,2013/2014,8,2013-09-22,10179,9931,1,3
25613,24558,2013/2014,8,2013-09-22,9956,10191,2,1
25612,24558,2013/2014,8,2013-09-22,7730,10243,1,2
25611,24558,2013/2014,8,2013-10-30,9930,10190,2,2
25610,24558,2013/2014,8,2013-09-21,10192,10199,0,1
25609,24558,2013/2014,7,2013-10-30,9956,10243,3,1
25608,24558,2013/2014,7,2013-09-01,9931,10192,2,1
25607,24558,2013/2014,7,2013-09-01,10190,10199,4,1
25606,24558,2013/2014,7,2013-09-01,10191,7730,4,1
25605,24558,2013/2014,7,2013-08-31,9930,10179,0,1
25604,24558,2013/2014,6,2013-08-25,10243,10190,0,0
25603,24558,2013/2014,6,2013-08-25,10179,10191,0,0
25602,24558,2013/2014,6,2013-08-25,10192,9956,1,2
25601,24558,2013/2014,6,2013-08-24,7730,9930,1,2
25600,24558,2013/2014,6,2013-08-24,10199,9931,1,1
857,1,2011/2012,20,2012-01-14,1773,9994,1,1
858,1,2011/2012,20,2012-01-14,8203,9998,4,1
859,1,2011/2012,20,2012-01-14,9989,9991,2,1
860,1,2011/2012,20,2012-01-14,9984,10001,3,1
861,1,2011/2012,21,2012-01-21,8342,8203,0,1
862,1,2011/2012,21,2012-01-20,9987,9997,2,1
863,1,2011/2012,21,2012-01-21,9991,10000,0,0
864,1,2011/2012,21,2012-01-21,9993,9984,4,0
865,1,2011/2012,21,2012-01-21,9994,9989,2,0
866,1,2011/2012,21,2012-01-21,8571,8635,0,1
867,1,2011/2012,21,2012-01-21,9998,1773,2,2
868,1,2011/2012,21,2012-01-22,10001,9985,0,0
869,1,2011/2012,22,2012-01-25,8342,9994,3,0
870,1,2011/2012,22,2012-01-24,8635,9991,3,1
871,1,2011/2012,22,2012-01-26,9985,9998,2,1
872,1,2011/2012,22,2012-01-25,9997,10001,0,3
873,1,2011/2012,22,2012-01-25,1773,8571,0,2
874,1,2011/2012,22,2012-01-25,8203,9987,3,2
875,1,2011/2012,22,2012-01-25,9989,9984,2,2
876,1,2011/2012,22,2012-01-25,10000,9993,1,0
877,1,2011/2012,23,2012-01-28,9987,1773,5,0
878,1,2011/2012,23,2012-01-28,9991,9997,6,0
879,1,2011/2012,23,2012-01-28,9993,8635,0,0
880,1,2011/2012,23,2012-01-28,9994,8203,3,2
881,1,2011/2012,23,2012-01-28,8571,10000,0,0
882,1,2011/2012,23,2012-01-29,9998,8342,0,2
883,1,2011/2012,23,2012-01-28,10001,9989,0,2
884,1,2011/2012,23,2012-01-29,9984,9985,0,1
885,1,2011/2012,24,2012-02-05,8342,9993,5,1
886,1,2011/2012,24,2012-02-05,8635,9987,4,2
887,1,2011/2012,24,2012-02-04,9997,9984,0,1
888,1,2011/2012,24,2012-02-04,10000,10001,3,1
889,1,2011/2012,24,2012-02-04,9994,9998,3,1
890,1,2011/2012,24,2012-02-04,8203,8571,0,0
891,1,2011/2012,24,2012-02-04,9989,9985,0,2
892,1,2011/2012,24,2012-02-04,1773,9991,2,3
893,1,2011/2012,25,2012-02-12,9985,8635,1,2
894,1,2011/2012,25,2012-02-11,9987,9994,0,1
895,1,2011/2012,25,2012-02-12,9991,8342,1,3
896,1,2011/2012,25,2012-02-11,9993,9997,3,2
897,1,2011/2012,25,2012-02-11,8571,9998,2,2
898,1,2011/2012,25,2012-02-11,9989,10000,2,1
899,1,2011/2012,25,2012-02-11,10001,1773,1,3
900,1,2011/2012,25,2012-02-11,9984,8203,1,0
901,1,2011/2012,26,2012-02-19,8342,8571,2,1
902,1,2011/2012,26,2012-02-19,8635,10001,3,1
903,1,2011/2012,26,2012-02-18,9997,9989,1,1
904,1,2011/2012,26,2012-02-19,10000,9985,4,2
905,1,2011/2012,26,2012-02-18,1773,9984,2,3
906,1,2011/2012,26,2012-02-18,9994,9991,1,1
907,1,2011/2012,26,2012-02-18,8203,9993,2,1
908,1,2011/2012,26,2012-02-18,9998,9987,1,2
909,1,2011/2012,27,2012-02-26,9985,9997,0,0
910,1,2011/2012,27,2012-02-26,9987,8342,3,0
911,1,2011/2012,27,2012-02-25,9993,1773,2,1
912,1,2011/2012,27,2012-02-25,8571,9994,2,5
913,1,2011/2012,27,2012-02-26,9989,8635,0,0
914,1,2011/2012,27,2012-02-25,10001,8203,1,3
915,1,2011/2012,27,2012-02-25,9984,10000,1,0
916,1,2011/2012,27,2012-02-25,9991,9998,2,0
917,1,2011/2012,28,2012-03-04,8342,9985,1,0
918,1,2011/2012,28,2012-03-04,8635,9984,4,0
919,1,2011/2012,28,2012-03-03,9997,10000,1,0
920,1,2011/2012,28,2012-03-03,1773,9989,0,0
921,1,2011/2012,28,2012-03-03,9994,10001,4,0
922,1,2011/2012,28,2012-03-03,8571,9987,3,2
923,1,2011/2012,28,2012-03-03,8203,9991,0,2
924,1,2011/2012,28,2012-03-03,9998,9993,4,2
925,1,2011/2012,29,2012-03-18,9985,1773,4,0
926,1,2011/2012,29,2012-03-18,9991,8571,3,1
927,1,2011/2012,29,2012-03-18,9993,9994,2,2
928,1,2011/2012,29,2012-03-18,9997,8635,2,2
929,1,2011/2012,29,2012-03-18,10000,8203,2,0
930,1,2011/2012,29,2012-03-18,9989,9998,1,1
931,1,2011/2012,29,2012-03-18,10001,9987,3,2
932,1,2011/2012,29,2012-03-18,9984,8342,1,2
933,1,2011/2012,3,2011-08-13,8342,1773,1,0
934,1,2011/2012,3,2011-08-13,9987,10000,2,2
935,1,2011/2012,3,2011-08-13,9991,9985,3,1
936,1,2011/2012,3,2011-08-13,9993,10001,3,1
937,1,2011/2012,3,2011-08-14,9994,8635,0,1
938,1,2011/2012,3,2011-08-13,8571,9984,2,0
939,1,2011/2012,3,2011-08-14,8203,9989,2,1
940,1,2011/2012,3,2011-08-13,9998,9997,4,2
941,1,2011/2012,30,2012-03-21,8342,9989,1,0
942,1,2011/2012,30,2012-03-21,8635,10000,2,1
943,1,2011/2012,30,2012-03-21,9987,9991,3,1
944,1,2011/2012,30,2012-03-21,1773,9997,3,1
945,1,2011/2012,30,2012-03-21,9994,9984,1,0
946,1,2011/2012,30,2012-03-21,8571,9993,2,0
947,1,2011/2012,30,2012-03-21,8203,9985,1,2
948,1,2011/2012,30,2012-03-21,9998,10001,2,1
949,1,2011/2012,4,2011-08-21,9985,8571,3,1
950,1,2011/2012,4,2011-08-20,9997,9994,0,2
951,1,2011/2012,4,2011-08-21,10000,8342,1,1
952,1,2011/2012,4,2011-08-20,1773,8203,1,2
953,1,2011/2012,4,2011-08-19,9989,9993,1,1
954,1,2011/2012,4,2011-08-20,10001,9991,2,3
955,1,2011/2012,4,2011-08-20,9984,9987,3,2
956,1,2011/2012,4,2011-08-21,8635,9998,2,2
957,1,2011/2012,5,2011-08-28,8342,8635,1,1
958,1,2011/2012,5,2011-08-27,9987,8203,0,0
959,1,2011/2012,5,2011-08-27,9991,9989,1,0
960,1,2011/2012,5,2011-08-28,9993,9985,1,1
961,1,2011/2012,5,2011-08-27,9994,1773,0,1
962,1,2011/2012,5,2011-08-27,8571,9997,4,0
963,1,2011/2012,5,2011-08-27,9998,10000,3,1
964,1,2011/2012,5,2011-08-27,10001,9984,1,3
965,1,2011/2012,6,2011-09-11,8635,8571,2,0
966,1,2011/2012,6,2011-09-10,9985,10001,1,0
967,1,2011/2012,6,2011-09-09,9997,9987,3,4
968,1,2011/2012,6,2011-09-11,10000,9991,1,3
969,1,2011/2012,6,2011-09-10,1773,9998,3,1
970,1,2011/2012,6,2011-09-11,8203,8342,1,2
971,1,2011/2012,6,2011-09-10,9984,9993,2,1
972,1,2011/2012,6,2011-09-10,9989,9994,1,1
973,1,2011/2012,7,2011-09-18,9987,9985,3,0
974,1,2011/2012,7,2011-09-18,9991,8635,0,1
975,1,2011/2012,7,2011-09-17,9993,10000,2,0
976,1,2011/2012,7,2011-09-18,9994,8342,1,2
977,1,2011/2012,7,2011-09-17,8571,1773,2,0
978,1,2011/2012,7,2011-09-17,9998,8203,5,1
979,1,2011/2012,7,2011-09-17,10001,9997,2,0
980,1,2011/2012,7,2011-09-17,9984,9989,0,0
981,1,2011/2012,8,2011-09-24,8342,9998,2,1
982,1,2011/2012,8,2011-09-25,8635,9993,3,2
983,1,2011/2012,8,2011-09-25,9985,9984,0,0
984,1,2011/2012,8,2011-09-24,9997,9991,3,4
985,1,2011/2012,8,2011-09-24,10000,8571,1,0
986,1,2011/2012,8,2011-09-24,1773,9987,1,1
987,1,2011/2012,8,2011-09-24,8203,9994,0,2
988,1,2011/2012,8,2011-09-24,9989,10001,0,0
989,1,2011/2012,9,2011-10-02,9985,9989,2,0
990,1,2011/2012,9,2011-10-02,9987,8635,0,1
991,1,2011/2012,9,2011-10-01,9991,1773,6,1
992,1,2011/2012,9,2011-10-02,9993,8342,1,1
993,1,2011/2012,9,2011-10-01,8571,8203,1,0
994,1,2011/2012,9,2011-10-01,9998,9994,3,3
995,1,2011/2012,9,2011-10-01,10001,10000,1,1
996,1,2011/2012,9,2011-10-01,9984,9997,2,2
997,1,2012/2013,1,2012-07-28,8571,8635,1,1
998,1,2012/2013,1,2012-07-28,9993,9994,2,4
999,1,2012/2013,1,2012-07-28,9998,1773,5,2
1000,1,2012/2013,1,2012-07-29,9985,10000,0,1
1001,1,2012/2013,1,2012-07-28,8203,9986,4,2
1002,1,2012/2013,1,2012-07-28,8342,8475,3,1
1003,1,2012/2013,1,2012-07-29,9991,9989,2,0
1004,1,2012/2013,1,2012-07-29,9987,9984,3,3
1005,1,2012/2013,10,2012-10-07,8342,9987,1,1
1006,1,2012/2013,10,2012-10-07,9985,8635,2,1
1007,1,2012/2013,10,2012-10-05,9993,9991,2,2
1008,1,2012/2013,10,2012-10-06,9986,1773,0,4
1009,1,2012/2013,10,2012-10-06,10000,9984,3,1
1010,1,2012/2013,10,2012-10-06,9994,9989,2,2
1011,1,2012/2013,10,2012-10-06,8203,8571,0,2
1012,1,2012/2013,10,2012-10-06,8475,9998,2,2
1013,1,2012/2013,11,2012-10-19,8635,8475,2,0
1014,1,2012/2013,11,2012-10-20,9987,9993,3,0
1015,1,2012/2013,11,2012-10-20,9991,8571,0,1
1016,1,2012/2013,11,2012-10-20,10000,9994,0,3
1017,1,2012/2013,11,2012-10-20,1773,8342,4,1
1018,1,2012/2013,11,2012-10-20,9989,9986,0,1
1019,1,2012/2013,11,2012-10-21,9998,9985,3,1
1020,1,2012/2013,11,2012-10-20,9984,8203,1,2
1021,1,2012/2013,12,2012-10-28,8342,9994,2,3
